idx,mean,stdev,skew,kurtosis,zcr_mean,zcr_stdev,rmse_mean,rmse_stdev,tempo,mfccs_1_mean,mfccs_2_mean,mfccs_3_mean,mfccs_4_mean,mfccs_5_mean,mfccs_6_mean,mfccs_7_mean,mfccs_8_mean,mfccs_9_mean,mfccs_10_mean,mfccs_11_mean,mfccs_12_mean,mfccs_13_mean,mfccs_14_mean,mfccs_15_mean,mfccs_16_mean,mfccs_17_mean,mfccs_18_mean,mfccs_19_mean,mfccs_20_mean,mfccs_1_stdev,mfccs_2_stdev,mfccs_3_stdev,mfccs_4_stdev,mfccs_5_stdev,mfccs_6_stdev,mfccs_7_stdev,mfccs_8_stdev,mfccs_9_stdev,mfccs_10_stdev,mfccs_11_stdev,mfccs_12_stdev,mfccs_13_stdev,mfccs_14_stdev,mfccs_15_stdev,mfccs_16_stdev,mfccs_17_stdev,mfccs_18_stdev,mfccs_19_stdev,mfccs_20_stdev,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,chroma_12_mean,chroma_1_stdev,chroma_2_stdev,chroma_3_stdev,chroma_4_stdev,chroma_5_stdev,chroma_6_stdev,chroma_7_stdev,chroma_8_stdev,chroma_9_stdev,chroma_10_stdev,chroma_11_stdev,chroma_12_stdev,centroid_mean,centroid_stdev,contrast_1_mean,contrast_2_mean,contrast_3_mean,contrast_4_mean,contrast_5_mean,contrast_6_mean,contrast_7_mean,contrast_1_std,contrast_2_std,contrast_3_std,contrast_4_std,contrast_5_std,contrast_6_std,contrast_7_std,rolloff_mean,rolloff_stdev,genre
73,0.023896601,0.034973886,2.325658082962036,4.356449772209654,0.10899170110692188,0.03413325610470504,0.029441532,0.029441532,135.99917763157896,-326.86108,127.402405,-30.606897,37.45817,-5.3008327,20.819963,-1.7748234,-4.6134753,-4.0446696,5.22409,-0.6530765,2.7940307,7.2353525,3.9756536,-2.3878357,1.4995844,0.5973887,-0.5956835,2.3412588,2.640535,56.586487,17.601517,21.507902,11.293173,11.45322,10.808602,8.530357,10.014327,9.646095,8.582878,11.207142,13.158389,12.293711,10.631371,12.447317,11.189151,10.561232,12.317464,11.571614,14.503986,0.33259395,0.13928244,0.348393,0.2511307,0.26118338,0.26562583,0.20004605,0.32194352,0.11402051,0.20108263,0.16736013,0.20344555,0.37335268,0.11812754,0.3861015,0.29251674,0.30125794,0.34651732,0.24039486,0.335921,0.097717516,0.25877765,0.20031667,0.22172341,1384.6622680285377,310.44145447217613,19.75225663365278,19.447786024176786,25.2938031543486,28.5052424960967,28.199101061701413,27.96028766117555,30.56064612415397,4.837870641427329,4.183164869695862,4.1862451414176745,4.513757002650745,4.065584162959824,3.9650133473480222,4.168692266044431,2717.7383741480567,737.3741231683454,classical
74,0.03423756,0.044730365,1.4392963647842407,0.9643150213773142,0.11283904014404486,0.02892561949908557,0.042316,0.042316,107.666015625,-259.91513,118.950165,-35.617493,31.963694,-16.525824,10.616533,-15.653919,7.4171176,-5.822312,8.268572,-17.982002,-1.1855326,-6.3557725,2.7489886,-2.5851943,4.4033284,-4.1252985,-4.787771,-4.7740693,-4.603728,23.664196,14.853406,11.93868,8.014765,8.710309,7.6416893,7.506018,10.452111,9.822368,9.836093,13.595702,12.698874,10.214825,11.992952,9.134458,9.118024,8.3349,11.479387,10.744664,14.735061,0.32202828,0.13976869,0.24768762,0.12703131,0.34635994,0.23666939,0.1207998,0.13062923,0.18665758,0.3082589,0.18080789,0.30697224,0.3398765,0.158442,0.34103724,0.1173888,0.3713067,0.32434067,0.18224613,0.20218115,0.26610282,0.35190868,0.2333492,0.31848398,1624.4617106997482,255.77796654036146,16.281785028358694,18.90831909204322,23.20567405249843,27.984808761605745,27.293673760010723,26.12943072498374,35.37269637996278,4.261430658356376,4.328664568538274,3.89698560052057,3.859844341027643,3.2957617831115504,3.1963105167911334,3.0114757345208227,3079.9808086209396,581.5421866181645,classical
75,0.034787096,0.04955592,1.6362173557281494,2.0600546182093,0.07514999637470998,0.024829516216470452,0.04326188,0.04326188,143.5546875,-264.29303,138.17522,-30.083683,37.823177,-7.171177,6.760847,-11.793606,4.7053146,-9.814958,5.850405,-9.559946,2.6793332,-4.7825885,-1.4096683,-2.0939717,2.9748514,3.3587773,4.8134193,1.7581112,-1.8308477,85.88525,17.919655,12.1377325,13.348443,9.762133,10.409749,8.612538,9.035067,7.9685154,9.655747,7.4515023,9.265175,8.493188,8.971635,9.32025,8.822559,9.290577,8.862137,8.54538,9.471361,0.3166236,0.15755583,0.25530204,0.38928375,0.18464579,0.27757105,0.1655964,0.3631416,0.4309269,0.2557815,0.26027176,0.17776723,0.3565515,0.16048893,0.26020268,0.3523679,0.15759797,0.3262351,0.13234016,0.33103165,0.34682697,0.2492555,0.29238984,0.18039621,1323.24883676499,299.3778648166187,17.722449455815145,17.68424607223381,22.447227871472215,22.211535105448263,21.890482752200434,21.87167017394109,32.34787242814604,4.953377434822542,4.061132818152002,4.415714414991965,3.5457895479566366,3.368685253343088,2.623443680391288,5.278246205849548,2695.2059504604117,579.9552334559178,classical
76,0.026933195,0.038104407,2.2340850830078125,3.7710746522828282,0.07282830022235112,0.02710284709122313,0.033215202,0.033215202,103.359375,-295.77457,134.53883,-22.429554,40.744114,-5.875274,9.255607,-11.864521,6.28614,-8.856302,4.393895,-9.37219,4.062893,1.645391,5.135507,5.429153,2.2682073,-1.8295355,-2.9274583,0.1395382,3.201955,63.24817,17.547892,12.661665,9.275207,10.858247,8.357903,9.243983,9.252668,7.5580564,8.762242,10.254728,9.098553,9.70478,8.946992,10.040026,9.214676,9.917812,10.016347,9.366428,10.127784,0.5867597,0.21289864,0.20084691,0.23385818,0.1768221,0.27804336,0.19192083,0.3077965,0.3125253,0.1538028,0.19248708,0.3142311,0.38041663,0.22075087,0.2343387,0.27787203,0.18334004,0.31274664,0.19921999,0.29618827,0.34589297,0.17608574,0.27305046,0.26566187,1269.8494237209609,269.1175603393836,18.672374912305134,19.904183921015722,25.52554174027622,24.916578639251068,24.726894574224765,24.135927851107223,32.906195739674686,4.244821940525693,4.482904779790667,4.760437226173975,3.665015342372105,3.427150623288908,2.934829748470551,3.91872098703188,2597.8568871447214,580.408868849024,classical
77,0.027496988,0.040241394,2.001185655593872,3.186171301519697,0.07881078402938901,0.025698525258471,0.034044545,0.034044545,135.99917763157896,-292.06036,127.762566,-29.894201,37.421577,-9.55017,5.1113796,-13.812787,7.028454,-7.025754,6.49671,-9.902277,4.706312,0.36921692,1.4627022,3.407434,6.0784817,0.9592064,-0.7609344,-2.1104586,0.7547232,69.76146,15.8980875,14.221696,9.297631,10.607645,8.797849,9.201083,7.840383,9.678884,9.855133,10.934591,11.075379,12.839321,12.181704,12.351393,11.966584,11.921952,9.696217,11.0514345,10.207467,0.47987133,0.20524701,0.22592083,0.16876757,0.1728122,0.32645527,0.175179,0.24744166,0.19456497,0.31590754,0.3448869,0.20748119,0.39255065,0.15321188,0.29277542,0.2365698,0.2080951,0.36544698,0.18722448,0.29508212,0.24210872,0.3038848,0.34589067,0.16301483,1395.6515709242776,287.48952898620183,18.812548741418258,19.480253614197377,24.501832496099237,24.25532341889906,23.51842524421957,22.86723319460692,32.602854121284736,4.724776058343971,4.432905394582767,4.362645298159059,3.6459179094820633,3.289336040978868,2.7619637060763935,3.9338149683709456,2823.3060265915024,570.3459687569347,classical
78,0.017448155,0.023237364,1.624901294708252,1.525043088066984,0.060759860788863106,0.01984031518719517,0.02149151,0.02149151,151.99908088235293,-385.31955,177.19078,-9.319135,24.381721,5.8182616,-4.5686865,-6.3493857,-6.97295,-4.1343827,3.862236,-0.33556685,-0.9247465,-3.6460736,-2.0907283,3.6484752,0.7111432,-1.2347897,-0.7390158,2.8186464,1.5470495,39.292004,25.924845,13.570986,11.951932,8.008052,8.735475,7.158042,7.1209507,7.4759297,9.85995,10.499232,7.163674,9.65477,8.814751,7.9789157,6.6997457,7.6373944,7.5652275,10.591018,8.34254,0.53571707,0.24384819,0.30631855,0.1645481,0.12825705,0.2730293,0.15866323,0.3024242,0.23644125,0.14653383,0.1458229,0.2746254,0.40211752,0.20185508,0.35654682,0.19040018,0.14540522,0.31890014,0.15331033,0.35108918,0.22754523,0.22987267,0.220444,0.27226716,831.045254765939,217.18592383614782,19.76325254097554,19.728895866790992,26.167237261570037,25.952205300029235,24.477157960887077,22.078510630284736,24.647267439430788,4.497048033150703,4.1081503027240664,3.7861836813118215,3.325708608249971,3.7225327204123912,2.4922176286876567,3.2684533671204874,1579.2181382323085,572.3961713997209,classical
79,0.025375715,0.041110836,2.674743175506592,6.784412758314971,0.08091307460846868,0.03159502986481621,0.031727623,0.031727623,129.19921875,-343.10764,140.1202,-20.924883,32.324375,-3.6848633,2.9390779,-10.673026,0.31007686,-5.7997837,7.684965,-3.6724327,2.557329,-3.4927506,-2.2368474,-0.8242519,0.8820099,0.46646437,0.93828094,1.8676286,-0.63467586,99.443924,40.617836,20.270401,11.328828,12.376334,10.617406,9.323822,10.300129,12.299922,13.067866,13.342974,10.940292,10.388684,9.413272,10.563606,9.923479,8.235072,9.3132,13.41982,12.494239,0.3123462,0.2011086,0.4089972,0.14663725,0.19304982,0.18331014,0.18229586,0.432498,0.1798752,0.22729445,0.11651286,0.20240611,0.38030064,0.17141367,0.39238775,0.13438612,0.28157446,0.27806348,0.15409425,0.40704104,0.15575062,0.30383447,0.15920112,0.23610239,1215.7250375865738,398.15251044899895,18.966523112333167,18.421685488018404,23.961025693723155,25.38100832626418,25.206060569918506,23.532903840558173,29.39750149019312,5.163113113983739,5.062988341582685,4.5739029223708965,4.110921814993361,3.900371597485433,3.1374689086991716,5.5743852242474885,2392.375505274797,816.9365417615194,classical
80,0.025469698,0.039933257,2.8764514923095703,7.217939191085373,0.06835899736562258,0.022355902471950958,0.03162553,0.03162553,143.5546875,-324.59885,147.82327,-31.917374,27.392124,-4.4891806,-4.1733136,-12.580123,-5.148221,-7.7331667,0.82686955,-8.188446,-0.8406908,0.99332684,3.6642778,6.2187943,4.7259583,-0.025019646,-2.3285937,2.2291932,-0.5623913,74.41959,26.306297,16.70891,8.533525,12.096773,9.503887,9.4589405,8.378567,8.155945,8.788893,8.0786705,9.968977,12.254076,10.634162,9.710019,9.431028,9.35828,10.021221,10.041243,11.120622,0.3758326,0.2518715,0.44912842,0.1551606,0.13244434,0.06866781,0.17255309,0.28875443,0.14837024,0.25593767,0.13129431,0.3791609,0.34966496,0.2023622,0.41999063,0.14650266,0.22689126,0.10026122,0.20419821,0.3418757,0.16232434,0.31935436,0.10882291,0.35087287,1158.101086112039,297.00383916250837,18.222641847436783,19.903821317639057,24.630093509722602,23.382555757620725,22.90670943175803,22.489496432126618,28.735052574512526,4.3264351258005975,4.380682402150316,5.133193131441982,3.335875055170551,2.9303867153702936,2.363236305776011,4.702209806635615,2241.8928885404584,616.6002766866286,classical
81,0.009249648,0.014802814,3.0047736167907715,7.690159746623687,0.07585919373549883,0.025271221558077133,0.011433765,0.011433765,123.046875,-449.53583,124.97042,-19.860033,27.523102,-5.7642245,2.196797,-6.586195,10.584364,3.3469887,14.380151,1.9804755,5.2539544,4.419659,5.054968,7.167723,6.186136,7.1614404,3.8408346,2.5994325,4.933313,69.10488,33.44526,13.782986,14.199648,9.881864,5.790133,8.900943,11.784253,16.418015,14.770721,17.82558,14.19007,11.981953,13.683476,11.382554,12.797344,11.781421,14.974357,17.074139,16.387615,0.20781678,0.111429274,0.15283743,0.17812082,0.38685355,0.13940792,0.28685692,0.23595677,0.15793376,0.24827234,0.15706293,0.33137652,0.2981842,0.13627703,0.28574187,0.17995241,0.4045721,0.13606192,0.35307688,0.26391396,0.219208,0.32568428,0.19222802,0.37488452,1045.5960278029447,247.6315894835014,21.746067424048007,18.66649968625411,25.56228255746086,27.599387478612176,25.031238983516953,23.392294996639347,27.223560619320132,3.721718710085546,5.652119763579357,4.873923418138421,4.133107418564249,3.3064276413236158,3.5656021732145824,3.519330947764386,2185.6950587296983,666.6017502998203,classical
82,0.0065515954,0.009059082,1.997820258140564,2.758809649819252,0.04761516337973704,0.020641030572713284,0.008016063,0.008016063,99.38401442307692,-482.58624,154.87569,-5.0460863,29.73652,-1.8723483,8.219619,-4.781975,9.6482,-3.3444357,4.544591,-10.096141,-0.6560244,-2.455115,-0.1650638,1.8638192,3.482607,3.3882213,1.1157246,1.2768743,-0.66182816,69.21235,15.83887,15.625414,6.94942,12.504392,6.2666073,8.804029,7.773025,10.805498,8.906308,11.407741,8.554197,8.532059,8.832352,7.1787057,7.806939,7.5594587,8.514595,11.588728,10.557261,0.21940474,0.24079774,0.65072155,0.25762892,0.08788209,0.050232735,0.14418787,0.271805,0.13875496,0.25653982,0.124749,0.18765877,0.30809337,0.15630394,0.41745302,0.17160693,0.20192654,0.08787056,0.22807741,0.3419667,0.1392227,0.3261618,0.13088395,0.2816633,765.1983204332502,313.2816412042802,18.280529930852868,22.993730780552845,23.606229234657263,23.86983028858249,21.551618603788643,19.93600840384565,23.856741182704862,4.003752753126144,4.240117690383038,4.257183243978719,3.805724640172399,3.2334690027354527,3.338034471479593,4.820096185964792,1445.1393924013921,781.2072780137345,classical
83,0.01505603,0.025880476,4.850826740264893,21.664933943635937,0.07065992362722351,0.028610977710976558,0.01869714,0.01869714,129.19921875,-405.6074,145.72435,-0.8567999,23.061989,9.213999,-2.6399822,-5.7445755,-2.0681837,-0.6290878,6.7456284,2.7836907,2.4438653,5.0865293,2.3927321,1.8645153,2.499436,1.5272582,-2.2648377,-1.4360019,2.624204,69.479744,43.207638,21.32832,14.246148,9.452425,8.452042,8.396873,12.766846,10.334468,9.755245,11.358295,12.081423,10.419478,11.038425,11.419548,8.743764,8.338352,9.303461,10.295381,12.790067,0.2748189,0.22710145,0.148559,0.11336349,0.2816915,0.36790252,0.15678807,0.2672488,0.30060735,0.16205886,0.33032152,0.24264236,0.32702062,0.3098183,0.22138159,0.15473704,0.32838503,0.35468572,0.1384816,0.3210368,0.3316249,0.13049735,0.36181465,0.24380293,940.6824369045326,283.1800867131168,18.811750618343225,19.19863100079248,25.944689712585458,26.63364846618996,25.603262494869195,22.741890999999857,26.035021198858256,4.129256961296812,4.711747731953595,4.596204331127239,3.599690881000988,3.3924211956957206,3.365825608294591,3.7535701365643726,1913.1909576203595,771.385858518693,classical
84,0.030849889,0.04466617,2.0576252937316895,3.272948812884188,0.06981213444992267,0.02272302676588013,0.038458634,0.038458634,143.5546875,-300.8873,161.13882,-24.239801,27.949198,-2.8393197,2.3620005,-11.241931,0.20784731,-6.812557,6.084777,-8.130869,-1.8218759,-4.113843,-2.0505219,-1.5962065,0.64548904,1.4499484,-0.2278811,-1.2954087,-7.097514,73.23452,30.20087,17.782862,12.684179,11.389286,8.508356,9.213322,9.28636,8.404733,8.756137,10.713457,11.304246,11.156793,10.088437,9.892063,9.531643,7.625698,7.5003643,9.836829,9.628492,0.21258828,0.12142944,0.35027498,0.3534158,0.15934037,0.33187455,0.154901,0.2592781,0.28588092,0.27290022,0.5200352,0.18944618,0.3081387,0.09885945,0.31084925,0.36068228,0.11648055,0.33240837,0.1298979,0.29429755,0.30982286,0.20089102,0.3967066,0.14496946,1128.1489861455393,319.17704375596287,18.90535682623571,17.520485963820047,22.763558393441706,24.30034374460415,24.3742917798471,23.04881733555695,29.999293855715614,4.846376920428385,4.199397283810527,4.601090285437972,3.3963582489612176,3.7649322264931255,3.028764481012049,5.292718181259762,2187.593577798724,683.1350702945142,classical
85,0.036253627,0.05981156,2.406371831893921,5.499890244830654,0.07949619042440062,0.023538161123303855,0.045479953,0.045479953,135.99917763157896,-278.16617,147.91154,-31.566017,20.365543,-9.577174,-6.237151,-13.59854,-0.66139215,-7.2646203,1.0141224,-11.751263,-0.97136396,-2.2172372,-0.5783766,1.866241,5.1384716,2.6318662,0.81786996,-1.6497762,-0.099226646,97.16884,26.165396,13.862744,11.475646,10.404754,12.932402,10.577117,10.889599,8.765811,10.437375,9.210508,8.603968,11.896534,8.999233,9.951353,7.9946737,7.3938675,7.628333,9.008347,10.84641,0.3017009,0.2518604,0.22946583,0.19981198,0.20909907,0.39801407,0.26140296,0.18269709,0.17197493,0.291917,0.40926835,0.28996485,0.30760136,0.27674165,0.256704,0.25643432,0.21480429,0.35432723,0.25314116,0.23050457,0.21573508,0.2932697,0.36517495,0.27342874,1264.7366174073081,336.3085197660303,18.32677765108188,18.170564507326716,20.656114620484807,22.40951153646426,21.99023769033679,21.774333740230258,30.939606234766213,4.8474971611467,4.434346872941842,4.283485170921956,3.393549037410214,2.839381170771736,2.4225686850699075,5.724367769390714,2449.0895990429235,735.8396497137637,classical
86,0.014007368,0.018431317,1.471457600593567,1.066043197536235,0.04426479118329466,0.018537897377813417,0.01715023,0.01715023,117.45383522727273,-406.85068,163.10854,-2.4038246,32.41764,7.950085,9.626943,-5.4510403,9.500731,-3.0604408,10.193543,-10.3524065,-5.395328,-8.049378,-2.0793874,0.3845947,3.412266,3.501278,7.38174,6.4344034,0.18975563,57.600006,14.820113,20.352882,9.260909,9.812913,7.7543993,8.689124,6.1009464,6.0938287,7.1367617,9.623785,9.305267,9.325663,9.540487,8.093496,8.468952,9.829145,9.398844,10.486468,10.643457,0.12885055,0.09400268,0.30302492,0.6262222,0.27946818,0.24202435,0.15731575,0.21553485,0.30739748,0.25667697,0.39837056,0.20033103,0.22423057,0.13567874,0.21435764,0.39885145,0.16106825,0.30935475,0.19262205,0.23431233,0.3344369,0.26674926,0.34139493,0.23901646,844.2049291358974,228.59070460214102,20.018426678002808,22.202767179108477,23.514814554331455,23.578319944861136,23.966163715310834,22.712876049379815,26.9003917084644,4.154000414411212,4.562966820096358,4.3956040419480935,4.420212718289186,3.7044089813624232,4.467889956704588,3.8727292514069895,1624.0581609810035,590.7498350191836,classical
87,0.053308018,0.07076233,1.5408141613006592,1.2796989869187936,0.07162213602088167,0.017863226065895712,0.06670063,0.06670063,151.99908088235293,-223.13873,163.24725,-34.40706,24.16754,-10.289613,3.223272,-12.868554,0.7977532,-14.2680855,1.6681266,-10.141015,0.23514117,-4.547204,0.106333815,-2.859066,1.3580216,-0.32821876,-1.0605677,-1.0958871,-8.050936,44.227127,17.949667,7.767801,8.02206,9.185625,8.431894,7.6262765,8.65095,8.00729,9.242736,7.925442,8.950234,8.262529,8.044227,7.45074,6.356294,6.5549684,8.357813,9.194602,10.096459,0.23666273,0.25143722,0.45007104,0.26849675,0.13467155,0.1577008,0.18716307,0.30800307,0.20514908,0.3103549,0.34437037,0.18055803,0.3146531,0.2506503,0.36679074,0.2909244,0.18483157,0.2189846,0.19952857,0.34486,0.21423984,0.29598022,0.34908015,0.20582132,1211.4489244451136,240.7392924270221,21.478248246191992,18.069467027806013,21.490611793319356,23.24876228063008,22.708580209960516,23.462347615492384,33.060181139512686,5.544782123879467,3.996038531675983,4.007944759342721,3.2594130271584043,2.8492487593828733,2.342565364796666,4.021574975121731,2242.858801751015,526.1723030762327,classical
88,0.031082138,0.05254672,2.919191360473633,8.361781699099552,0.08170837260730858,0.020676334585771502,0.038927436,0.038927436,151.99908088235293,-319.2237,143.68585,-31.17563,10.934251,-5.542383,-4.252719,-8.938604,-5.5912857,-8.019124,2.334117,-4.466851,-0.3283141,0.9558236,1.1393195,-0.47240353,-1.3109196,0.14682594,1.4900681,3.6961036,3.053634,97.30349,26.108253,22.288733,19.373941,12.298729,11.207599,7.5147095,10.850007,9.452661,9.979226,11.165442,9.358311,8.903951,9.16923,9.001592,9.040666,10.739527,11.741886,11.921827,12.571134,0.30683362,0.17831089,0.38446313,0.13290973,0.21627977,0.1869604,0.20458211,0.4930702,0.19515836,0.22429307,0.16367063,0.2837361,0.36686245,0.15764451,0.36479416,0.1090391,0.27675855,0.26909423,0.1717981,0.39092577,0.19323711,0.3040358,0.22793314,0.28117254,1144.8984276163405,273.72777166528255,20.095904908806354,19.94448045634719,23.477385996765044,25.951173818598743,24.545280656656946,22.35824249988362,28.585701162641797,5.1099656472007995,5.2871133712603555,4.749829403672898,4.172911473626297,3.344767525796319,2.7984818306021664,5.315299168750356,2076.8716126196346,590.2514838486534,classical
89,0.050268397,0.067637704,1.6700140237808228,1.6619329125920643,0.0811105773878577,0.026352158472071348,0.062620856,0.062620856,151.99908088235293,-228.91307,153.93263,-30.707159,20.792274,-6.10867,1.1750282,-10.78816,-3.867538,-11.601891,0.86867493,-8.304292,-0.71236885,-3.0771394,-3.4100385,-2.6244948,0.73030096,-1.946552,-2.513381,1.5629729,-1.4720904,56.028027,30.028706,17.459251,11.447881,12.20033,8.842796,10.452425,10.150775,7.8855524,8.925291,9.928901,7.9641953,10.268066,9.564761,7.4871683,8.0693865,7.68984,7.837699,8.739454,9.151253,0.33342534,0.23294553,0.42796022,0.16466725,0.19242348,0.17153037,0.29924387,0.45013106,0.19892061,0.28176856,0.14899373,0.2645309,0.3777849,0.20011047,0.3779233,0.15038894,0.2584008,0.22082074,0.26407817,0.3824774,0.16638276,0.30438045,0.15874039,0.27723625,1267.1583257180698,375.3415312467473,20.189060731185624,17.041948216917227,21.12788501135163,24.046156959726208,23.407971959864,23.248772122374753,32.78440265478501,5.545859294075296,4.830516770093721,4.321286455346874,3.746704098124199,3.082809454271633,2.7852178731262023,5.457788466088794,2348.0101122933584,760.9936868783764,classical
90,0.03335688,0.05438123,2.335944652557373,5.401531130027278,0.09225683367169374,0.03385886675273478,0.04165536,0.04165536,135.99917763157896,-297.10602,130.26212,-30.601587,27.482672,-7.0762525,1.9827834,-11.144334,4.7473025,-8.777672,5.4115105,-5.3898783,4.4597793,1.7396451,1.8957994,-1.3089181,1.0875708,-0.99816,-1.4737302,0.6304753,1.1533977,113.80043,39.457924,18.206558,9.138839,13.634784,11.291155,10.412489,8.390048,12.096377,10.341609,15.571206,12.729064,13.577985,12.667402,12.05753,10.129012,10.611238,8.092869,9.408463,13.534702,0.36058605,0.2224277,0.47835845,0.17456867,0.24880038,0.21731317,0.1722664,0.27107406,0.14655846,0.28317925,0.122187264,0.26736245,0.36503458,0.17231388,0.41790667,0.1244142,0.2873424,0.29558682,0.17391433,0.3168138,0.11968208,0.3268607,0.121018104,0.3085459,1380.4499742456596,364.4289469232521,19.74419035468284,16.82258330200652,22.184556046512412,24.06845815458255,23.503263524327107,23.182308698932047,32.088474932736375,5.194720023272384,4.786547058195404,4.861092804060605,3.8067352184816663,3.2858540752002563,2.815754682547713,4.789110385832609,2735.3746170787413,748.9117952930998,classical
91,0.024284713,0.034014028,1.7978515625,2.2606801385466646,0.06363819001353442,0.029277182069554073,0.029721705,0.029721705,117.45383522727273,-315.77063,149.67374,-30.544579,23.21129,-8.6831455,-10.098002,-15.730226,-4.0417953,-7.646999,0.046990935,-11.139083,-7.667931,-5.867053,-4.853206,-5.141089,-5.421512,-3.176911,1.4589452,0.1467575,-4.164848,62.88481,22.499613,20.746317,7.528388,15.202529,7.3735814,9.322594,8.528295,9.863121,8.558437,7.307253,8.47994,7.9577036,7.6784515,7.424849,8.058515,7.7533484,7.4507947,8.014266,8.556284,0.25938666,0.19058394,0.3926923,0.3088193,0.17825228,0.27912027,0.2296772,0.36869413,0.33386183,0.2958964,0.31550547,0.1886342,0.29772082,0.20751555,0.35231888,0.31213784,0.19915426,0.29612514,0.25089103,0.34033632,0.31717044,0.2600697,0.34351447,0.19831023,1135.4200446562434,365.899462310952,15.510066456425568,20.06637850570413,20.90769207019052,22.776791928874683,22.850208858556368,22.954564416780077,29.155001903314226,4.747350789425586,5.106570715497945,3.9731957771549253,3.4046342441623705,3.080510337725899,2.947779230879941,5.502342987769604,2221.3339254640373,729.0262170306881,classical
92,0.0065803593,0.00925511,2.10144305229187,3.1081924422096776,0.036515733758700694,0.007970231648460361,0.008045262,0.008045262,123.046875,-498.58624,177.52615,11.203656,27.644444,-2.8289657,5.101433,-6.598233,-1.0580013,-4.1484466,-3.051425,-9.910831,-8.571865,-9.189745,-11.929776,-9.185524,-10.897033,-8.852397,-3.9197478,-2.3840818,-2.3066583,42.485996,11.812252,10.041377,6.9529085,8.169265,6.348754,8.108922,6.109066,7.3075514,6.2348995,6.5744853,5.6658077,5.6707954,5.7760344,5.4414487,5.7109275,6.34176,6.6532793,6.456763,6.927087,0.28729138,0.69850135,0.3234228,0.21459083,0.24436477,0.3626245,0.34846815,0.15579821,0.27256826,0.18793344,0.1589883,0.1359209,0.15863127,0.3418942,0.16960451,0.28236488,0.31387317,0.2926688,0.32888514,0.16499719,0.25818726,0.22951943,0.22349787,0.15468402,555.847086056971,111.20889530636492,23.3584062587749,19.711195098117397,22.43964012778876,23.349036891206396,21.796035030804482,18.222921761813737,20.989527804472505,3.4469827073842603,4.4983043653278765,3.903434001728329,3.407169430487815,3.0986116719067547,2.0843294129170626,2.455391425487428,880.2966620142112,236.7722266502338,classical
93,0.0100747775,0.018408168,4.508062362670898,22.172084501097302,0.054363489704176336,0.026032757648064495,0.012372412,0.012372412,123.046875,-429.05142,120.779755,-1.7063001,17.947569,7.746011,-2.0536451,-3.9377568,-2.5318336,-0.58942,-0.81036615,-9.058844,-3.6803606,-0.9729584,-4.9998302,-3.8019254,-2.4010818,-1.8919692,-0.30765963,3.4116142,3.134485,85.558014,38.137848,26.29297,8.516502,12.705287,8.292091,10.764092,9.0845585,7.639476,7.4897847,9.06816,10.338412,13.511371,16.067724,12.862142,9.500481,9.447459,7.9688263,8.392496,9.211501,0.41343838,0.28697565,0.19295539,0.26578087,0.34132788,0.38755712,0.19435655,0.30008528,0.4531747,0.26693594,0.21136524,0.32876214,0.33838984,0.2806807,0.21404472,0.27388966,0.3302267,0.3416359,0.20223732,0.24959248,0.36480823,0.20983097,0.26124346,0.3228969,818.333055745408,354.477470055185,17.22153181858856,19.574472153223457,23.059368126096373,23.97693504907624,22.911016796940707,22.414037063102384,23.60690526733367,4.522690157145689,5.571740993610394,5.2948274388529555,4.26174025140539,3.826504787769637,3.3569557640316825,5.20538201569432,1611.0932741806844,819.7822879962253,classical
94,0.031763516,0.046764854,2.8019015789031982,6.498353152516058,0.07353749758313999,0.03844697087211106,0.038913406,0.038913406,123.046875,-309.24734,138.66975,-29.714157,33.622917,-0.35840032,5.222521,-6.3227067,3.2711434,-6.699366,-0.69009125,-13.237818,-8.529128,-9.662935,-4.2906137,0.26337674,1.0320992,1.9013132,3.7142062,2.5517156,-4.9440265,67.80997,31.241333,17.581293,9.517509,12.410382,8.153342,8.761588,9.0300865,13.202753,10.699651,9.562068,11.856062,11.072442,14.352422,15.7310705,11.840864,12.108365,11.56794,12.829656,15.902419,0.3740194,0.18025191,0.19293673,0.1337035,0.2041384,0.45954832,0.24114546,0.25090224,0.26086205,0.35881698,0.37379336,0.25920257,0.35023838,0.17049225,0.297574,0.16815855,0.2261115,0.38039473,0.21906996,0.31703633,0.29148555,0.32343826,0.3522058,0.25114048,1267.042181283703,389.96353047107925,18.476506002079333,21.16466067318318,25.021275448212325,25.156794650138472,25.783701086650517,25.986704782813387,31.77454967604084,4.321496664251347,4.998414152380276,4.9712995967745774,4.129750480336518,3.821758774959666,3.4342467149724714,4.70221473732762,2528.6608631815543,738.245271188939,classical
